Report Number,Route Type,Road Name,Cross-Street Name,Collision Type,Municipality,Weather,Surface Condition,Traffic Control,Speed Limit,Latitude,Longitude,Date,Time,Year,Month,Day
DD5655000P,Maryland (State),ROCKVILLE PIKE,TALBOTT ST,SINGLE VEHICLE,ROCKVILLE,CLEAR,DRY,WARNING SIGN,40,39.09146118,-77.15301514,2022-08-31,20:27:00,2022,8,31
MCP3123003J,Maryland (State),FREDERICK RD,REDLAND BLVD,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,30,39.11573118,-77.16657885,2022-03-02,08:48:00,2022,3,2
DD5649002N,Municipality,WOOTTON PKWY,TOWER OAKS BLVD,OTHER,ROCKVILLE,,DRY,NO CONTROLS,40,39.06697067,-77.15602344,2022-10-26,21:09:00,2022,10,26
MCP29310061,Municipality,ENGLAND TERR,GRANDIN AVE,SAME DIR REAR END,ROCKVILLE,CLOUDY,WET,NO CONTROLS,25,39.0864976,-77.1455279,2022-08-22,20:46:00,2022,8,22
DD56310053,Municipality,FALLSGROVE DR,BLACKWELL RD,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,NO CONTROLS,25,39.09941467,-77.18714067,2023-06-20,20:20:00,2023,6,20
DD5620008M,Municipality,CURRIER DR,AINTREE DR,OTHER,ROCKVILLE,CLEAR,DRY,,15,39.08176209,-77.17656706,2022-12-05,10:35:00,2022,12,5
DD56600008,Maryland (State),HUNGERFORD DR,FREDERICK AVE #2,HEAD ON LEFT TURN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.094351,-77.15287583,2023-03-19,18:32:00,2023,3,19
DD5657000P,Municipality,W GUDE DR,RESEARCH BLVD,OTHER,ROCKVILLE,CLEAR,DRY,NO CONTROLS,40,39.1005185,-77.18080733,2023-05-17,22:33:00,2023,5,17
DD5645001H,Other Public Roadway,MARYLAND AVE,BEALL AVE #2,SAME DIRECTION SIDESWIPE,ROCKVILLE,CLEAR,DRY,NO CONTROLS,25,39.08617695,-77.15101532,2021-11-03,11:51:00,2021,11,3
MCP3096003P,Maryland (State),HUNGERFORD DR,N WASHINGTON ST,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,RAINING,WET,NO CONTROLS,40,39.09013,-77.15228633,2022-10-13,20:30:00,2022,10,13
DD5650000N,Maryland (State),W MONTGOMERY AVE,W GUDE DR,HEAD ON LEFT TURN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,45,39.09991417,-77.18478833,2021-09-20,21:20:00,2021,9,20
DD5647001C,Maryland (State),VEIRS MILL RD,EDMONSTON DR,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,NO CONTROLS,35,39.07875133,-77.13211383,2021-10-01,08:38:00,2021,10,1
DD5652002R,Municipality,HALPINE RD,E JEFFERSON ST,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,,DRY,TRAFFIC SIGNAL,25,39.0608587,-77.12585157,2023-04-02,12:07:00,2023,4,2
MCP241100B6,Municipality,CHAPMAN AVE,HALPINE RD,SAME DIRECTION LEFT TURN,ROCKVILLE,CLOUDY,DRY,NO CONTROLS,25,39.061965,-77.12177667,2023-02-22,11:42:00,2023,2,22
DD56200070,Maryland (State),W MONTGOMERY AVE,ADCLARE RD,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,,30,39.0981321,-77.19258538,2021-09-11,09:35:00,2021,9,11
MCP3229001H,Maryland (State),VEIRS MILL RD,MEADOW HALL DR,ANGLE MEETS LEFT HEAD ON,ROCKVILLE,RAINING,WET,STOP SIGN,35,39.0743005,-77.113561,2022-03-31,19:00:00,2022,3,31
MCP2001001V,Municipality,BEALL AVE #2,UPTON ST,SINGLE VEHICLE,ROCKVILLE,RAINING,WET,NO CONTROLS,25,39.08683714,-77.15762105,2022-10-04,05:30:00,2022,10,4
MCP2857003Y,County,SHADY GROVE RD,CHOKE CHERRY RD,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,NO CONTROLS,35,39.11401721,-77.18636794,2023-05-27,02:54:00,2023,5,27
DD5653001Y,Maryland (State),ROCKVILLE PIKE,TWINBROOK PKWY,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.05881619,-77.12138646,2022-10-14,20:43:00,2022,10,14
DD56550007,Municipality,MARYLAND AVE,MONUMENT ST,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,NO CONTROLS,30,39.07747312,-77.15913935,2022-04-13,17:11:00,2022,4,13
MCP2552005F,Maryland (State),FREDERICK RD,WATKINS POND BLVD,OTHER,ROCKVILLE,CLEAR,WET,TRAFFIC SIGNAL,35,39.11222041,-77.16190113,2023-01-12,18:19:00,2023,1,12
DD5646002K,Maryland (State),ROCKVILLE PIKE,HALPINE RD,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,NO CONTROLS,35,39.06498266,-77.12672251,2023-02-04,19:13:00,2023,2,4
DD5638002L,Maryland (State),ROCKVILLE PIKE,TEMPLETON PL,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLOUDY,DRY,NO CONTROLS,40,39.11301333,-77.19000667,2021-04-21,11:00:00,2021,4,21
DD5641001P,Municipality,COLLEGE PKWY,RUTGERS ST,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,NO CONTROLS,30,39.10265808,-77.15745759,2021-01-20,15:45:00,2021,1,20
MCP3168005J,Maryland (State),ROCKVILLE PIKE,TALBOTT ST,SAME DIRECTION SIDESWIPE,ROCKVILLE,CLEAR,DRY,NO CONTROLS,35,39.0717998,-77.1329434,2023-04-07,16:24:00,2023,4,7
DD5540002Q,Maryland (State),FALLS RD,WOOTTON PKWY,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,30,39.06961346,-77.17016463,2023-04-13,11:38:00,2023,4,13
DD56200066,Maryland (State),FREDERICK RD,KING FARM BLVD,SINGLE VEHICLE,ROCKVILLE,CLEAR,DRY,,40,39.066825,-77.06115833,2021-01-29,08:05:00,2021,1,29
DD5595009Z,Municipality,W EDMONSTON DR,WELSH DR,OTHER,ROCKVILLE,CLEAR,DRY,STOP SIGN,25,39.08741667,-77.17628667,2021-09-10,15:35:00,2021,9,10
DD5620008R,Municipality,PARK RD,N HORNERS LA,OPPOSITE DIRECTION SIDESWIPE,ROCKVILLE,CLEAR,DRY,,25,39.08592507,-77.14544944,2022-12-09,14:50:00,2022,12,9
MCP2269001B,Maryland (State),FREDERICK RD,KING FARM BLVD,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,,35,39.11654,-77.16763167,2021-08-23,13:34:00,2021,8,23
MCP23510042,County,TWINBROOK PKWY,PIER DR,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,OTHER,35,39.06916,-77.11391167,2021-04-04,12:24:00,2021,4,4
DD56030092,Maryland (State),VEIRS MILL RD,EDMONSTON DR,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,SNOW,SNOW,TRAFFIC SIGNAL,35,39.23762167,-77.27792667,2022-01-16,15:49:00,2022,1,16
DD5651002L,Municipality,MARYLAND AVE,MONUMENT ST,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,,30,39.07775587,-77.15852488,2022-12-08,09:50:00,2022,12,8
DD5612003N,Municipality,WOOTTON PKWY,TOWER OAKS BLVD,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.06676332,-77.15412591,2023-04-25,11:51:00,2023,4,25
DD5638002L,Maryland (State),ROCKVILLE PIKE,TEMPLETON PL,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLOUDY,DRY,NO CONTROLS,40,39.11301333,-77.19000667,2021-04-21,11:00:00,2021,4,21
DD5567000Q,Municipality,VEIRS MILL SERV RD,EDMONSTON DR,SINGLE VEHICLE,ROCKVILLE,CLEAR,DRY,STOP SIGN,15,39.07883333,-77.131865,2021-11-03,04:10:00,2021,11,3
DD56100076,Other Public Roadway,CRESTFIELD DR,KING FARM BLVD,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLOUDY,DRY,YIELD SIGN,25,39.1065955,-77.1878331,2022-03-24,11:29:00,2022,3,24
DD5628004K,Maryland (State),VEIRS MILL RD,ATLANTIC AVE,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.07488305,-77.11509383,2021-07-22,11:06:00,2021,7,22
DD559500CY,Maryland (State),W MONTGOMERY AVE,ADCLARE RD,OTHER,ROCKVILLE,CLEAR,DRY,NO CONTROLS,35,39.08568,-77.176953,2023-03-08,16:16:00,2023,3,8
DD5652003B,Maryland (State),FIRST ST,BALTIMORE RD,SAME DIR REAR END,ROCKVILLE,RAINING,WET,TRAFFIC SIGNAL,40,39.08488268,-77.1361911,2023-07-09,16:24:00,2023,7,9
MCP31680056,County,SOUTHLAWN LA,SOUTHLAWN CT,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,NO CONTROLS,35,39.10356583,-77.13492217,2023-01-28,18:07:00,2023,1,28
DD5612003X,Municipality,TWINBROOK PKWY,CHAPMAN AVE,HEAD ON LEFT TURN,ROCKVILLE,CLEAR,,TRAFFIC SIGNAL,30,39.05873701,-77.11903442,2023-07-03,09:34:00,2023,7,3
DD5648000D,Municipality,TWINBROOK PKWY,CHAPMAN AVE,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,WET,TRAFFIC SIGNAL,35,39.05900833,-77.11923267,2021-10-04,21:48:00,2021,10,4
DD5633007Y,Maryland (State),VEIRS MILL RD,MEADOW HALL DR,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,NO CONTROLS,10,39.07428205,-77.11382013,2022-11-02,18:30:00,2022,11,2
MCP32210029,County,MONTROSE RD,FARM HAVEN DR,SAME DIRECTION SIDESWIPE,ROCKVILLE,CLEAR,DRY,NO CONTROLS,40,39.05484167,-77.14629,2023-03-06,22:49:00,2023,3,6
DD56030097,Other Public Roadway,JOHNSON DR,FREDERICK AVE,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,NO CONTROLS,15,39.237565,-77.278125,2022-03-15,15:00:00,2022,3,15
MCP2411009H,County,SHADY GROVE RD,CHOKE CHERRY RD,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,NO CONTROLS,40,39.11139833,-77.187495,2022-11-09,07:33:00,2022,11,9
DD5651002Z,Maryland (State),ROCKVILLE PIKE,TWINBROOK PKWY,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.05884327,-77.12127145,2023-02-16,11:50:00,2023,2,16
DD5633007Y,Maryland (State),VEIRS MILL RD,MEADOW HALL DR,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,NO CONTROLS,35,39.07428205,-77.11382013,2022-11-02,18:30:00,2022,11,2
MCP3123001Y,County,DARNESTOWN RD,WINDY KNOLL CT,SINGLE VEHICLE,ROCKVILLE,RAINING,WET,,40,39.09200033,-77.19176,2021-01-26,17:31:00,2021,1,26
MCP2552004K,County,SHADY GROVE RD,CHOKE CHERRY RD,SAME DIR REAR END,ROCKVILLE,RAINING,WET,,35,39.113845,-77.18621,2022-04-26,15:47:00,2022,4,26
MCP23560032,Maryland (State),HUNGERFORD DR,COLLEGE PKWY,SAME DIRECTION RIGHT TURN,ROCKVILLE,CLEAR,DRY,NO CONTROLS,40,39.10402315,-77.15665268,2023-07-13,15:32:00,2023,7,13
DD5650002C,Maryland (State),VEIRS MILL RD,BROADWOOD DR,SAME DIR REAR END,ROCKVILLE,RAINING,WET,NO CONTROLS,40,39.077226,-77.124718,2022-11-11,16:38:00,2022,11,11
DD56460028,Municipality,FIRST ST,CRABB AVE,OTHER,ROCKVILLE,CLEAR,DRY,NO CONTROLS,25,39.08940082,-77.13605714,2022-09-26,23:22:00,2022,9,26
MCP2353009Z,Municipality,E MONTGOMERY AVE,MARYLAND AVE,SINGLE VEHICLE,ROCKVILLE,CLEAR,DRY,NO CONTROLS,25,39.08405006,-77.15284283,2022-06-24,15:10:00,2022,6,24
DD5631004W,Maryland (State),VEIRS MILL RD,BROADWOOD DR,SAME DIR REAR END,ROCKVILLE,RAINING,WET,TRAFFIC SIGNAL,35,39.07712983,-77.12406067,2023-04-28,20:15:00,2023,4,28
MCP32670010,County,MONTROSE RD,TOWER OAKS BLVD,,ROCKVILLE,CLEAR,DRY,,40,39.05556833,-77.14963,2022-02-15,11:45:00,2022,2,15
DD5502006P,Municipality,TWINBROOK PKWY,CHAPMAN AVE,SAME DIR REAR END,ROCKVILLE,RAINING,WET,TRAFFIC SIGNAL,30,39.05867765,-77.11925632,2022-10-01,11:18:00,2022,10,1
DD5655001P,Maryland (State),NORBECK RD,E GUDE DR,SAME DIR REND LEFT TURN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.07576991,-77.11607305,2023-05-19,22:05:00,2023,5,19
DD5620006P,Maryland (State),VEIRS MILL RD,EDMONSTON DR,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,25,39.07863105,-77.13041989,2021-04-20,13:30:00,2021,4,20
DD56200064,Maryland (State),W MONTGOMERY AVE,FALLSGROVE DR,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,45,39.105635,-77.18329833,2021-01-22,10:50:00,2021,1,22
DD5631003Z,Municipality,TWINBROOK PKWY,DOROTHY LA,,ROCKVILLE,CLEAR,DRY,NO CONTROLS,30,39.07715,-77.11189,2021-06-24,03:46:00,2021,6,24
DD5633006R,Maryland (State),W MONTGOMERY AVE,NELSON ST,SAME DIR REAR END,ROCKVILLE,SNOW,SNOW,TRAFFIC SIGNAL,30,39.0857503,-77.17035466,2022-03-12,10:45:00,2022,3,12
DD5603008Q,Maryland (State),VEIRS MILL RD,BROADWOOD DR,HEAD ON LEFT TURN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.09205667,-77.15456667,2021-05-21,18:30:00,2021,5,21
DD5665000H,Maryland (State),ROCKVILLE PIKE,WOOTTON PKWY,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.07708696,-77.13956767,2023-02-26,21:50:00,2023,2,26
EJ7888002Y,County,SHADY GROVE RD,CHOKE CHERRY RD,SAME DIR REAR END,ROCKVILLE,RAINING,WET,TRAFFIC SIGNAL,35,39.11516293,-77.18552115,2022-10-13,08:50:00,2022,10,13
MCP3168003M,Maryland (State),NORBECK RD,E GUDE DR,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.090005,-77.12931333,2021-10-19,16:07:00,2021,10,19
DD56070041,Maryland (State),NORBECK RD,AVERY RD,SINGLE VEHICLE,ROCKVILLE,CLEAR,DRY,NO CONTROLS,45,39.09249917,-77.12388167,2022-11-01,17:30:00,2022,11,1
DD56120032,Maryland (State),ROCKVILLE PIKE,TALBOTT ST,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,NO CONTROLS,0,39.0710563,-77.13208096,2022-10-28,15:11:00,2022,10,28
DD561500F2,Maryland (State),ROCKVILLE PIKE,HALPINE RD,HEAD ON LEFT TURN,ROCKVILLE,,DRY,TRAFFIC SIGNAL,40,39.06182501,-77.1241232,2023-01-05,06:40:00,2023,1,5
DD56530002,Maryland (State),HUNGERFORD DR,COLLEGE PKWY,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,,DRY,TRAFFIC SIGNAL,40,39.10345817,-77.156152,2021-10-26,12:26:00,2021,10,26
DD56510037,Maryland (State),FREDERICK RD,W GUDE DR,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.10665774,-77.15880452,2023-05-07,09:24:00,2023,5,7
DD5651003G,Municipality,N WASHINGTON ST,W MONTGOMERY AVE,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,30,39.08417439,-77.15291075,2023-07-05,14:08:00,2023,7,5
DD56200094,Municipality,RESEARCH BLVD,RESEARCH CT,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,NO CONTROLS,35,39.10438398,-77.18717464,2023-01-30,08:45:00,2023,1,30
DD5649001M,County,DOVER RD,DOVER RD (BACK),OTHER,ROCKVILLE,OTHER,DRY,NO CONTROLS,25,39.08378333,-77.15331833,2021-12-18,09:44:00,2021,12,18
DD56510010,Municipality,ELMCROFT BLVD,REDLAND BLVD,SAME DIRECTION SIDESWIPE,ROCKVILLE,CLEAR,DRY,NO CONTROLS,25,39.11488183,-77.16746159,2021-11-24,17:00:00,2021,11,24
DD56700002,Maryland (State),FREDERICK RD,REDLAND BLVD,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,,DRY,TRAFFIC SIGNAL,40,39.11563765,-77.16620163,2023-06-03,13:04:00,2023,6,3
DD5631004M,Maryland (State),ROCKVILLE PIKE,TEMPLETON PL,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,NO CONTROLS,35,39.0685625,-77.12962467,2023-01-08,20:50:00,2023,1,8
DD5648001L,Maryland (State),FREDERICK RD,REDLAND BLVD,SAME DIR REAR END,ROCKVILLE,RAINING,WET,TRAFFIC SIGNAL,40,39.11561018,-77.16609785,2022-12-06,16:00:00,2022,12,6
DD5633005K,Municipality,ROTHGEB DR,E GUDE DR,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,5,39.09591781,-77.13377542,2021-05-14,09:00:00,2021,5,14
DD5633006P,Maryland (State),W JEFFERSON ST,S WASHINGTON ST,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,30,39.0831791,-77.15282116,2022-03-11,12:15:00,2022,3,11
MCP2348006D,Municipality,W GUDE DR,WATKINS POND BLVD,SINGLE VEHICLE,ROCKVILLE,CLOUDY,WET,NO CONTROLS,40,39.10670333,-77.16795333,2023-01-17,14:29:00,2023,1,17
MCP2726006H,Maryland (State),FREDERICK RD,REDLAND BLVD,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,30,39.11553752,-77.16610131,2022-04-17,08:17:00,2022,4,17
DD561500DZ,Maryland (State),FIRST ST,MAPLE AVE,SAME DIR REAR END,ROCKVILLE,,,NO CONTROLS,35,39.08118835,-77.13735358,2022-12-21,18:00:00,2022,12,21
DD56310051,Maryland (State),ROCKVILLE PIKE,EDMONSTON DR,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.07471217,-77.13567717,2023-06-10,21:50:00,2023,6,10
MCP3123004F,Municipality,SEVEN LOCKS RD,TWINS OAKS DR,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,STOP SIGN,15,39.06477,-77.160932,2022-08-22,14:50:00,2022,8,22
DD5653002D,Maryland (State),ROCKVILLE PIKE,WOOTTON PKWY,SAME DIR REAR END,ROCKVILLE,CLOUDY,WET,TRAFFIC SIGNAL,35,39.07702269,-77.13916801,2023-07-09,16:30:00,2023,7,9
DD559500CH,Maryland (State),NORBECK RD,E GUDE DR,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,50,39.0909085,-77.12717883,2022-12-09,17:25:00,2022,12,9
DD5595009J,Maryland (State),VEIRS MILL RD,BROADWOOD DR,OTHER,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.07726667,-77.124155,2021-03-12,16:05:00,2021,3,12
DD5595009N,Municipality,WOOTTON PKWY,TOWER OAKS BLVD,SAME DIR REAR END,ROCKVILLE,,DRY,TRAFFIC SIGNAL,40,39.06686333,-77.15496833,2021-06-01,18:55:00,2021,6,1
DD5527003D,Maryland (State),NORBECK RD,E GUDE DR,OTHER,ROCKVILLE,RAINING,WET,TRAFFIC SIGNAL,45,39.09002868,-77.12895476,2021-05-04,18:40:00,2021,5,4
DD56530025,Maryland (State),ROCKVILLE PIKE,RICHARD MONTGOMERY DR,SAME DIR REAR END,ROCKVILLE,CLOUDY,DRY,TRAFFIC SIGNAL,30,39.08061273,-77.14458287,2023-06-10,20:51:00,2023,6,10
MCP9419003L,Maryland (State),ROCKVILLE PIKE,CHURCH ST,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,30,39.08400167,-77.14654833,2022-06-13,10:31:00,2022,6,13
DD5603009J,Maryland (State),VEIRS MILL RD,ATLANTIC AVE,OTHER,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,30,39.07424422,-77.11384402,2022-09-20,17:50:00,2022,9,20
MCP2857003Y,County,SHADY GROVE RD,CHOKE CHERRY RD,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,NO CONTROLS,35,39.11401721,-77.18636794,2023-05-27,02:54:00,2023,5,27
DD5664000P,Municipality,JEFFERSON PLAZA,FLEET ST,SINGLE VEHICLE,ROCKVILLE,,DRY,,10,39.08102635,-77.14586155,2023-07-20,04:30:00,2023,7,20
MCP2607005Z,County,SHADY GROVE RD,GAITHER RD,SAME DIRECTION SIDESWIPE,ROCKVILLE,RAINING,WET,NO CONTROLS,40,39.11826,-77.18323167,2021-12-29,19:50:00,2021,12,29
DD5610007P,Municipality,BONNIBELLE PL,WATKINS CIR,OTHER,ROCKVILLE,RAINING,WET,NO CONTROLS,10,39.10791167,-77.1718195,2023-03-17,13:13:00,2023,3,17
MCP23560032,Maryland (State),HUNGERFORD DR,COLLEGE PKWY,SAME DIRECTION RIGHT TURN,ROCKVILLE,CLEAR,DRY,NO CONTROLS,40,39.10402315,-77.15665268,2023-07-13,15:32:00,2023,7,13
MCP22390023,Municipality,EDMONSTON DR,EDMONSTON DR SPUR,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,,25,39.073565,-77.137115,2022-02-19,12:15:00,2022,2,19
DD5651002C,Maryland (State),FREDERICK RD,W GUDE DR,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.10670872,-77.1586529,2022-11-10,19:11:00,2022,11,10
DD5651001K,Municipality,TOWER OAKS BLVD,PRESERVE PKWY,HEAD ON LEFT TURN,ROCKVILLE,CLEAR,DRY,STOP SIGN,35,39.06136002,-77.1548348,2022-03-16,18:51:00,2022,3,16
MCP20160070,Maryland (State),FREDERICK RD,W GUDE DR,SAME DIRECTION SIDESWIPE,ROCKVILLE,CLEAR,DRY,,40,39.12656,-77.16566717,2023-03-30,09:20:00,2023,3,30
DD559500CJ,Municipality,W GUDE DR,PICCARD DR,HEAD ON LEFT TURN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.1020095,-77.1769335,2022-12-20,08:48:00,2022,12,20
MCP2182002H,Maryland (State),VEIRS MILL RD,MEADOW HALL DR,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,RAINING,WET,NO CONTROLS,35,39.07344823,-77.11188912,2021-03-31,12:40:00,2021,3,31
DD5652000V,Maryland (State),HUNGERFORD DR,MANNAKEE ST,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLOUDY,DRY,TRAFFIC SIGNAL,35,39.09683567,-77.1533935,2022-07-08,08:09:00,2022,7,8
DD56620001,Municipality,FLETCHER PL,FORBES ST,OPPOSITE DIRECTION SIDESWIPE,ROCKVILLE,CLEAR,DRY,,10,39.08315633,-77.1188195,2023-02-13,07:53:00,2023,2,13
DD5620009J,Maryland (State),E JEFFERSON ST,MONROE ST,OTHER,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,30,39.08197788,-77.1493046,2023-04-06,12:46:00,2023,4,6
DD5642003Y,Maryland (State),NORBECK RD,E GUDE DR,HEAD ON LEFT TURN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.09040267,-77.12891867,2022-11-14,16:22:00,2022,11,14
DD5612003G,Maryland (State),W MONTGOMERY AVE,RESEARCH BLVD,ANGLE MEETS LEFT TURN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,0,39.09081669,-77.17925361,2023-03-14,10:45:00,2023,3,14
MCP24510003,Municipality,BALTIMORE RD,TAYLOR AVE,HEAD ON,ROCKVILLE,CLEAR,DRY,,20,39.084523,-77.137766,2023-07-13,19:09:00,2023,7,13
DD5520001S,Municipality,DUNDEE RD,GUY CT,SINGLE VEHICLE,ROCKVILLE,CLEAR,DRY,WARNING SIGN,25,39.08737143,-77.18184042,2023-03-11,12:35:00,2023,3,11
MCP2752004T,Municipality,FORTUNE TERR,SEVEN LOCKS RD,SAME DIR BOTH LEFT TURN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,25,39.062334,-77.1592559,2022-08-23,19:30:00,2022,8,23
DD561500F8,Municipality,FLEET ST,PARK AVE,SINGLE VEHICLE,ROCKVILLE,RAINING,WET,NO CONTROLS,25,39.0800635,-77.14846033,2023-03-24,07:45:00,2023,3,24
DD56510028,Municipality,N HORNERS LA,CRABB AVE,SAME DIR REAR END,ROCKVILLE,,DRY,NO CONTROLS,25,39.08887055,-77.14332953,2022-10-27,04:56:00,2022,10,27
MCP2047004K,Maryland (State),ROCKVILLE PIKE,ROLLINS AVE,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.05883,-77.12191167,2022-06-17,07:10:00,2022,6,17
DD56520035,Municipality,BROADWOOD DR,CRAWFORD DR,STRAIGHT MOVEMENT ANGLE,ROCKVILLE,CLEAR,DRY,STOP SIGN,25,39.0749734,-77.12640841,2023-06-19,14:28:00,2023,6,19
MCP3353000M,Maryland (State),HUNGERFORD DR,COLLEGE PKWY,SAME DIRECTION LEFT TURN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.10328367,-77.15574867,2023-05-02,09:05:00,2023,5,2
MCP3125003C,Maryland (State),VEIRS MILL RD,ATLANTIC AVE,SAME DIR REAR END,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.07683333,-77.1222,2021-10-06,17:00:00,2021,10,6
DD5603008Q,Maryland (State),VEIRS MILL RD,BROADWOOD DR,HEAD ON LEFT TURN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,35,39.09205667,-77.15456667,2021-05-21,18:30:00,2021,5,21
MCP1433004T,Maryland (State),ROCKVILLE PIKE,HALPINE RD,OTHER,ROCKVILLE,RAINING,WET,TRAFFIC SIGNAL,35,39.06137667,-77.12393,2023-01-22,20:20:00,2023,1,22
DD56440034,Maryland (State),HUNGERFORD DR,N WASHINGTON ST,SAME DIRECTION SIDESWIPE,ROCKVILLE,RAINING,WET,,35,39.09156833,-77.1532865,2023-04-26,11:20:00,2023,4,26
MCP3287000X,Maryland (State),ROCKVILLE PIKE,HALPINE RD,HEAD ON LEFT TURN,ROCKVILLE,CLEAR,DRY,TRAFFIC SIGNAL,40,39.06188748,-77.12391296,2021-05-09,16:20:00,2021,5,9
MCP2837004J,Maryland (State),W MONTGOMERY AVE,RESEARCH BLVD,SAME DIRECTION SIDESWIPE,ROCKVILLE,CLOUDY,DRY,NO CONTROLS,40,39.10531572,-77.19962677,2022-09-30,09:10:00,2022,9,30
MCP2401001H,Municipality,FLEET ST,JEFFERSON PLAZA,SINGLE VEHICLE,ROCKVILLE,CLEAR,DRY,,30,39.08056333,-77.14612333,2022-07-18,22:20:00,2022,7,18
